N,Site Number,Site Location,Cluster Name,Site Acronym,Date,Month,Sample type,TN,TDN,TP,DP,NO3-N,NH4-N ppm,DON,nutrients comments,Year,5-year
9552,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/24/2016,10/24/2016,,,,,,,,,2016,,2016-20
9578,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/7/2016,11/7/2016,,,,,,,,,2016,,2016-20
9602,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/7/2016,11/7/2016,,,,,,,,,2016,,2016-20
9628,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/5/2016,12/5/2016,,,,,,,,,2016,,2016-20
9652,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/5/2016,12/5/2016,,,,,,,,,2016,,2016-20
9678,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/2/2017,1/2/2017,,,,,,,,,2017,,2016-20
9702,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/2/2017,1/2/2017,,,,,,,,,2017,,2016-20
9728,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/6/2017,2/6/2017,,,,,,,,,2017,,2016-20
9752,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/6/2017,2/6/2017,,,,,,,,,2017,,2016-20
9778,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/6/2017,3/6/2017,,,0.411,,,,,,2017,,2016-20
9802,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/6/2017,3/6/2017,,,0.411,,,,,,2017,,2016-20
9828,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/3/2017,4/3/2017,,,0.352,,,,,,2017,,2016-20
9852,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/3/2017,4/3/2017,,,0.352,,,,,,2017,,2016-20
9878,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/1/2017,5/1/2017,,,0.361,,,,,,2017,,2016-20
9902,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/1/2017,5/1/2017,,,0.361,,,,,,2017,,2016-20
9928,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/5/2017,6/5/2017,,,0.347,,,,,,2017,,2016-20
9952,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/5/2017,6/5/2017,,,0.347,,,,,,2017,,2016-20
9978,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/3/2017,7/3/2017,,,0.196,,,,,,2017,,2016-20
10002,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/3/2017,7/3/2017,,,0.196,,,,,,2017,,2016-20
10028,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/7/2017,8/7/2017,,,0.358,,,,,,2017,,2016-20
10052,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/7/2017,8/7/2017,,,0.358,,,,,,2017,,2016-20
10078,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/4/2017,9/4/2017,,,0.366,,,,,,2017,,2016-20
10102,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/4/2017,9/4/2017,,,0.366,,,,,,2017,,2016-20
10128,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/2/2017,10/2/2017,,,0.399,,,,,,2017,,2016-20
10152,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/2/2017,10/2/2017,,,0.399,,,,,,2017,,2016-20
10178,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/6/2017,11/6/2017,,,0.355,,,,,,2017,,2016-20
10202,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/6/2017,11/6/2017,,,0.355,,,,,,2017,,2016-20
10228,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/4/2017,12/4/2017,,,0.15,,,,,,2017,,2016-20
10252,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/4/2017,12/4/2017,,,0.15,,,,,,2017,,2016-20
10278,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/8/2018,1/8/2018,,,0.221,,,,,,2018,,2016-20
10302,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/8/2018,1/8/2018,,,0.221,,,,,,2018,,2016-20
10328,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/5/2018,2/5/2018,,,,,,,,,2018,,2016-20
10352,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/5/2018,2/5/2018,,,,,,,,,2018,,2016-20
10378,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/5/2018,3/5/2018,,,0.68,,,,,,2018,,2016-20
10402,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/5/2018,3/5/2018,,,0.68,,,,,,2018,,2016-20
10428,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/2/2018,4/2/2018,,,2.369,,,,,,2018,,2016-20
10452,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/2/2018,4/2/2018,,,2.369,,,,,,2018,,2016-20
10478,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/7/2018,5/7/2018,,,0.258,,,,,,2018,,2016-20
10502,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/7/2018,5/7/2018,,,0.258,,,,,,2018,,2016-20
10528,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/4/2018,6/4/2018,,,0.533,,,,,,2018,,2016-20
10552,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/4/2018,6/4/2018,,,0.533,,,,,,2018,,2016-20
10578,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/10/2018,7/10/2018,,,0.373,,,,,,2018,,2016-20
10602,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/10/2018,7/10/2018,,,0.373,,,,,,2018,,2016-20
10628,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/21/2018,8/21/2018,,,0.43,,,,,,2018,,2016-20
10652,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/21/2018,8/21/2018,,,0.43,,,,,,2018,,2016-20
10678,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/25/2018,9/25/2018,,,0.468,,,,,,2018,,2016-20
10702,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/25/2018,9/25/2018,,,0.468,,,,,,2018,,2016-20
10728,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/22/2018,10/22/2018,,,0.494,,,,,,2018,,2016-20
10752,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/22/2018,10/22/2018,,,0.494,,,,,,2018,,2016-20
10778,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/26/2018,11/26/2018,,,0.074,,,,,,2018,,2016-20
10802,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/26/2018,11/26/2018,,,0.074,,,,,,2018,,2016-20
10828,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/6/2018,12/6/2018,,,,,,,,,2018,,2016-20
10852,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/6/2018,12/6/2018,,,,,,,,,2018,,2016-20
10878,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/22/2019,1/22/2019,,,0.166,,,,,,2019,,2016-20
10902,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/22/2019,1/22/2019,,,0.166,,,,,,2019,,2016-20
10928,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/25/2019,2/25/2019,,,0.317,,,,,,2019,,2016-20
10952,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/25/2019,2/25/2019,,,0.317,,,,,,2019,,2016-20
10978,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/25/2019,3/25/2019,,,0.166,,,,,,2019,,2016-20
11002,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/25/2019,3/25/2019,,,0.166,,,,,,2019,,2016-20
11028,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/22/2019,4/22/2019,,,1.756,,,,,,2019,,2016-20
11052,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/22/2019,4/22/2019,,,1.756,,,,,,2019,,2016-20
11078,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/7/2019,5/7/2019,,,0.376,,,,,,2019,,2016-20
11102,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/7/2019,5/7/2019,,,0.376,,,,,,2019,,2016-20
11128,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/13/2019,6/13/2019,,,0.492,,,,,,2019,,2016-20
11152,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/13/2019,6/13/2019,,,0.492,,,,,,2019,,2016-20
11178,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/22/2019,7/22/2019,,,0.488,,,,,,2019,,2016-20
11202,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/22/2019,7/22/2019,,,0.488,,,,,,2019,,2016-20
11228,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/19/2019,8/19/2019,,,0.074,,,,,,2019,,2016-20
11252,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/19/2019,8/19/2019,,,0.414,,,,,,2019,,2016-20
11278,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/24/2019,9/24/2019,,,0.675,,,,,,2019,,2016-20
11302,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/24/2019,9/24/2019,,,0.675,,,,,,2019,,2016-20
11328,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/21/2019,10/21/2019,,,0.567,,,,,,,,2016-20
11352,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/21/2019,10/21/2019,,,0.568,,,,,,,,2016-20
11378,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/25/2019,11/25/2019,,,0.51,,,,,,,,2016-20
11402,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/25/2019,11/25/2019,,,0.475,,,,,,,,2016-20
11428,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/18/2019,12/18/2019,,,,,,,,,,,2016-20
11452,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/18/2019,12/18/2019,,,0.314,,,,,,,,2016-20
11478,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/1/2020,1/1/2020,,,,,,,,,2020,,2016-20
11502,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/1/2020,1/1/2020,,,0.305,,,,,,2020,,2016-20
11528,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/1/2020,2/1/2020,,,0.497,,,,,,2020,,2016-20
11552,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/1/2020,2/1/2020,,,0.37,,,,,,2020,,2016-20
11578,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/1/2020,5/1/2020,,,0.617,,,,,,2020,,2016-20
11602,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/1/2020,5/1/2020,,,0.617,,,,,,2020,,2016-20
11628,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/1/2020,6/1/2020,,,0.674,,,,,,2020,,2016-20
11652,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/1/2020,6/1/2020,,,0.674,,,,,,2020,,2016-20
11678,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/1/2020,7/1/2020,,,0.556,,,,,,2020,,2016-20
11702,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/1/2020,7/1/2020,,,0.556,,,,,,2020,,2016-20
11728,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/1/2020,8/1/2020,,,0.427,,,,,,2020,,2016-20
11752,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/1/2020,8/1/2020,,,,,,,,,2020,,2016-20
11778,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/1/2020,9/1/2020,,,0.404,,,,,,2020,,2016-20
11802,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/1/2020,9/1/2020,,,0.404,,,,,,2020,,2016-20
11828,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/1/2020,10/1/2020,,,0.28,,,,,,2020,,2016-20
11852,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/1/2020,10/1/2020,,,0.28,,,,,,2020,,2016-20
11878,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/1/2020,11/1/2020,,,1.765,,,,,,2020,,2016-20
11902,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/1/2020,11/1/2020,,,1.765,,,,,,2020,,2016-20
11928,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/1/2021,1/1/2021,,,,,,,,,2021,,
11952,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/1/2021,1/1/2021,,,,,,,,,2021,,
11978,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/1/2021,2/1/2021,,,0.544,,,,,,2021,,
12002,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/1/2021,2/1/2021,,,0.544,,,,,,2021,,
512,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/21/2001,,,0.168,0.168,7.8,5.4,,,,,2001,2001-05
540,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/21/2001,,,0.218,0.204,9.8,3.8,0,,,,2001,2001-05
12028,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,,,,,,,,,,,,,
12052,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,,,,,,,,,,,,,
9351,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/6/2016,6/6/2016,,,,,,,,,2016,,2016-20
9401,R11,CAP Canal at Cross-connect,cap,cap @ x con,7/11/2016,7/11/2016,,,,,,,,,2016,,2016-20
9451,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/1/2016,8/1/2016,,,,,,,,,2016,,2016-20
9501,R11,CAP Canal at Cross-connect,cap,cap @ x con,9/12/2016,9/12/2016,,,,,,,,,2016,,2016-20
9551,R11,CAP Canal at Cross-connect,cap,cap @ x con,10/24/2016,10/24/2016,,,,,,,,,2016,,2016-20
9601,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/7/2016,11/7/2016,,,,,,,,,2016,,2016-20
9651,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/5/2016,12/5/2016,,,,,,,,,2016,,2016-20
9701,R11,CAP Canal at Cross-connect,cap,cap @ x con,1/2/2017,1/2/2017,,,,,,,,,2017,,2016-20
9751,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/6/2017,2/6/2017,,,,,,,,,2017,,2016-20
9801,R11,CAP Canal at Cross-connect,cap,cap @ x con,3/6/2017,3/6/2017,,,,,,,,,2017,,2016-20
9851,R11,CAP Canal at Cross-connect,cap,cap @ x con,4/3/2017,4/3/2017,,,0.525,,,,,,2017,,2016-20
9901,R11,CAP Canal at Cross-connect,cap,cap @ x con,5/1/2017,5/1/2017,,,0.451,,,,,,2017,,2016-20
9951,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/5/2017,6/5/2017,,,0.422,,,,,,2017,,2016-20
10001,R11,CAP Canal at Cross-connect,cap,cap @ x con,7/3/2017,7/3/2017,,,0.385,,,,,,2017,,2016-20
10051,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/7/2017,8/7/2017,,,0.34,,,,,,2017,,2016-20
10101,R11,CAP Canal at Cross-connect,cap,cap @ x con,9/4/2017,9/4/2017,,,0.325,,,,,,2017,,2016-20
10151,R11,CAP Canal at Cross-connect,cap,cap @ x con,10/2/2017,10/2/2017,,,0.37,,,,,,2017,,2016-20
10201,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/6/2017,11/6/2017,,,0.434,,,,,,2017,,2016-20
10251,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/4/2017,12/4/2017,,,0.327,,,,,,2017,,2016-20
10301,R11,CAP Canal at Cross-connect,cap,cap @ x con,1/8/2018,1/8/2018,,,,,,,,,2018,,2016-20
10351,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/5/2018,2/5/2018,,,,,,,,,2018,,2016-20
10401,R11,CAP Canal at Cross-connect,cap,cap @ x con,3/5/2018,3/5/2018,,,4.76,,,,,,2018,,2016-20
10451,R11,CAP Canal at Cross-connect,cap,cap @ x con,4/2/2018,4/2/2018,,,,,,,,,2018,,2016-20
10501,R11,CAP Canal at Cross-connect,cap,cap @ x con,5/7/2018,5/7/2018,,,0.425,,,,,,2018,,2016-20
10551,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/4/2018,6/4/2018,,,0.409,,,,,,2018,,2016-20
10601,R11,CAP Canal at Cross-connect,cap,cap @ x con,7/10/2018,7/10/2018,,,0.321,,,,,,2018,,2016-20
10651,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/21/2018,8/21/2018,,,0.261,,,,,,2018,,2016-20
10701,R11,CAP Canal at Cross-connect,cap,cap @ x con,9/25/2018,9/25/2018,,,0.297,,,,,,2018,,2016-20
10751,R11,CAP Canal at Cross-connect,cap,cap @ x con,10/22/2018,10/22/2018,,,0.428,,,,,,2018,,2016-20
10801,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/26/2018,11/26/2018,,,0.2,,,,,,2018,,2016-20
10851,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/6/2018,12/6/2018,,,,,,,,,2018,,2016-20
10901,R11,CAP Canal at Cross-connect,cap,cap @ x con,1/22/2019,1/22/2019,,,,,,,,,2019,,2016-20
10951,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/25/2019,2/25/2019,,,0.528,,,,,,2019,,2016-20
11001,R11,CAP Canal at Cross-connect,cap,cap @ x con,3/25/2019,3/25/2019,,,,,,,,,2019,,2016-20
11051,R11,CAP Canal at Cross-connect,cap,cap @ x con,4/22/2019,4/22/2019,,,1.928,,,,,,2019,,2016-20
11101,R11,CAP Canal at Cross-connect,cap,cap @ x con,5/7/2019,5/7/2019,,,0.458,,,,,,2019,,2016-20
11151,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/13/2019,6/13/2019,,,0.398,,,,,,2019,,2016-20
11201,R11,CAP Canal at Cross-connect,cap,cap @ x con,7/22/2019,7/22/2019,,,,,,,,,2019,,2016-20
11251,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/19/2019,8/19/2019,,,0.397,,,,,,2019,,2016-20
11301,R11,CAP Canal at Cross-connect,cap,cap @ x con,9/24/2019,9/24/2019,,,0.554,,,,,,2019,,2016-20
11351,R11,CAP Canal at Cross-connect,cap,cap @ x con,10/21/2019,10/21/2019,,,0.457,,,,,,,,2016-20
11401,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/25/2019,11/25/2019,,,,,,,,,,,2016-20
11451,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/18/2019,12/18/2019,,,,,,,,,,,2016-20
11501,R11,CAP Canal at Cross-connect,cap,cap @ x con,1/1/2020,1/1/2020,,,0.338,,,,,,2020,,2016-20
11551,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/1/2020,2/1/2020,,,0.447,,,,,,2020,,2016-20
11601,R11,CAP Canal at Cross-connect,cap,cap @ x con,5/1/2020,5/1/2020,,,0.547,,,,,,2020,,2016-20
11651,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/1/2020,6/1/2020,,,,,,,,,2020,,2016-20
11701,R11,CAP Canal at Cross-connect,cap,cap @ x con,7/1/2020,7/1/2020,,,,,,,,,2020,,2016-20
11751,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/1/2020,8/1/2020,,,,,,,,,2020,,2016-20
11801,R11,CAP Canal at Cross-connect,cap,cap @ x con,9/1/2020,9/1/2020,,,,,,,,,2020,,2016-20
11851,R11,CAP Canal at Cross-connect,cap,cap @ x con,10/1/2020,10/1/2020,,,,,,,,,2020,,2016-20
11901,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/1/2020,11/1/2020,,,1.706,,,,,,2020,,2016-20
11951,R11,CAP Canal at Cross-connect,cap,cap @ x con,1/1/2021,1/1/2021,,,0.331,,,,,,2021,,
12001,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/1/2021,2/1/2021,,,0.538,,,,,,2021,,
513,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/21/2001,,,0.392,0.348,3.8,2,,,,,2001,2001-05
541,R11,CAP Canal at Cross-connect,cap,cap @ x con,3/21/2001,,,0.428,0.406,1.6,1.6,0.286,,,,2001,2001-05
12051,R11,CAP Canal at Cross-connect,cap,cap @ x con,,,,,,,,,,,,,
9354,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/6/2016,6/6/2016,,,,,,,,,2016,,2016-20
9404,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,7/11/2016,7/11/2016,,,,,,,,,2016,,2016-20
9454,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,8/1/2016,8/1/2016,,,,,,,,,2016,,2016-20
9504,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,9/12/2016,9/12/2016,,,,,,,,,2016,,2016-20
9554,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,10/24/2016,10/24/2016,,,,,,,,,2016,,2016-20
9604,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/7/2016,11/7/2016,,,,,,,,,2016,,2016-20
9654,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/5/2016,12/5/2016,,,,,,,,,2016,,2016-20
9704,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/2/2017,1/2/2017,,,,,,,,,2017,,2016-20
9754,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/6/2017,2/6/2017,,,,,,,,,2017,,2016-20
9804,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,3/6/2017,3/6/2017,,,,,,,,,2017,,2016-20
9854,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,4/3/2017,4/3/2017,,,0.488,,,,,,2017,,2016-20
9904,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,5/1/2017,5/1/2017,,,0.453,,,,,,2017,,2016-20
9954,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/5/2017,6/5/2017,,,0.455,,,,,,2017,,2016-20
10004,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,7/3/2017,7/3/2017,,,0.198,,,,,,2017,,2016-20
10054,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,8/7/2017,8/7/2017,,,0.328,,,,,,2017,,2016-20
10104,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,9/4/2017,9/4/2017,,,0.294,,,,,,2017,,2016-20
10154,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,10/2/2017,10/2/2017,,,0.361,,,,,,2017,,2016-20
10204,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/6/2017,11/6/2017,,,0.388,,,,,,2017,,2016-20
10254,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/4/2017,12/4/2017,,,0.339,,,,,,2017,,2016-20
10304,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/8/2018,1/8/2018,,,,,,,,,2018,,2016-20
10354,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/5/2018,2/5/2018,,,,,,,,,2018,,2016-20
10404,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,3/5/2018,3/5/2018,,,5.356,,,,,,2018,,2016-20
10454,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,4/2/2018,4/2/2018,,,0.954,,,,,,2018,,2016-20
10504,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,5/7/2018,5/7/2018,,,0.461,,,,,,2018,,2016-20
10554,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/4/2018,6/4/2018,,,0.394,,,,,,2018,,2016-20
10604,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,7/10/2018,7/10/2018,,,0.309,,,,,,2018,,2016-20
10654,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,8/21/2018,8/21/2018,,,0.265,,,,,,2018,,2016-20
10704,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,9/25/2018,9/25/2018,,,0.268,,,,,,2018,,2016-20
10754,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,10/22/2018,10/22/2018,,,0.405,,,,,,2018,,2016-20
10804,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/26/2018,11/26/2018,,,0.185,,,,,,2018,,2016-20
10854,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/6/2018,12/6/2018,,,,,,,,,2018,,2016-20
10904,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/22/2019,1/22/2019,,,,,,,,,2019,,2016-20
10954,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/25/2019,2/25/2019,,,0.559,,,,,,2019,,2016-20
11004,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,3/25/2019,3/25/2019,,,,,,,,,2019,,2016-20
11054,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,4/22/2019,4/22/2019,,,1.884,,,,,,2019,,2016-20
11104,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,5/7/2019,5/7/2019,,,0.576,,,,,,2019,,2016-20
11154,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/13/2019,6/13/2019,,,0.385,,,,,,2019,,2016-20
11204,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,7/22/2019,7/22/2019,,,,,,,,,2019,,2016-20
11254,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,8/19/2019,8/19/2019,,,0.433,,,,,,2019,,2016-20
11304,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,9/24/2019,9/24/2019,,,0.451,,,,,,2019,,2016-20
11354,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,10/21/2019,10/21/2019,,,0.382,,,,,,,,2016-20
11404,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/25/2019,11/25/2019,,,0.438,,,,,,,,2016-20
11454,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/18/2019,12/18/2019,,,0.326,,,,,,,,2016-20
11504,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/1/2020,1/1/2020,,,0.326,,,,,,2020,,2016-20
11554,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/1/2020,2/1/2020,,,0.394,,,,,,2020,,2016-20
