N,Site Number,Site Location,Cluster Name,Site Acronym,Date,Month,Sample type,TN,TDN,TP,DP,NO3-N,NH4-N ppm,DON,nutrients comments,Year,5-year
10925,R9A,Saguaro Lake near inlet,salt,saguaro-epi,2/25/2019,2/25/2019,,,0.264,,,,,,2019,,2016-20
10975,R9A,Saguaro Lake near inlet,salt,saguaro-epi,3/25/2019,3/25/2019,,,0.461,,,,,,2019,,2016-20
11025,R9A,Saguaro Lake near inlet,salt,saguaro-epi,4/22/2019,4/22/2019,,,1.911,,,,,,2019,,2016-20
11075,R9A,Saguaro Lake near inlet,salt,saguaro-epi,5/7/2019,5/7/2019,,,0.674,,,,,,2019,,2016-20
11125,R9A,Saguaro Lake near inlet,salt,saguaro-epi,6/13/2019,6/13/2019,,,0.681,,,,,,2019,,2016-20
11175,R9A,Saguaro Lake near inlet,salt,saguaro-epi,7/22/2019,7/22/2019,,,0.698,,,,,,2019,,2016-20
11225,R9A,Saguaro Lake near inlet,salt,saguaro-epi,8/19/2019,8/19/2019,,,,,,,,,2019,,2016-20
11275,R9A,Saguaro Lake near inlet,salt,saguaro-epi,9/24/2019,9/24/2019,,,,,,,,,2019,,2016-20
11325,R9A,Saguaro Lake near inlet,salt,saguaro-epi,10/21/2019,10/21/2019,,,0.693,,,,,,,,2016-20
11375,R9A,Saguaro Lake near inlet,salt,saguaro-epi,11/25/2019,11/25/2019,,,0.597,,,,,,,,2016-20
11425,R9A,Saguaro Lake near inlet,salt,saguaro-epi,12/18/2019,12/18/2019,,,,,,,,,,,2016-20
11475,R9A,Saguaro Lake near inlet,salt,saguaro-epi,1/1/2020,1/1/2020,,,,,,,,,2020,,2016-20
11525,R9A,Saguaro Lake near inlet,salt,saguaro-epi,2/1/2020,2/1/2020,,,1.353,,,,,,2020,,2016-20
11575,R9A,Saguaro Lake near inlet,salt,saguaro-epi,5/1/2020,5/1/2020,,,,,,,,,2020,,2016-20
11625,R9A,Saguaro Lake near inlet,salt,saguaro-epi,6/1/2020,6/1/2020,,,,,,,,,2020,,2016-20
11675,R9A,Saguaro Lake near inlet,salt,saguaro-epi,7/1/2020,7/1/2020,,,,,,,,,2020,,2016-20
11725,R9A,Saguaro Lake near inlet,salt,saguaro-epi,8/1/2020,8/1/2020,,,,,,,,,2020,,2016-20
11775,R9A,Saguaro Lake near inlet,salt,saguaro-epi,9/1/2020,9/1/2020,,,,,,,,,2020,,2016-20
11825,R9A,Saguaro Lake near inlet,salt,saguaro-epi,10/1/2020,10/1/2020,,,,,,,,,2020,,2016-20
11875,R9A,Saguaro Lake near inlet,salt,saguaro-epi,11/1/2020,11/1/2020,,,,,,,,,2020,,2016-20
11925,R9A,Saguaro Lake near inlet,salt,saguaro-epi,1/1/2021,1/1/2021,,,,,,,,,2021,,
11975,R9A,Saguaro Lake near inlet,salt,saguaro-epi,2/1/2021,2/1/2021,,,,,,,,,2021,,
509,R9A,Saguaro Lake near inlet,salt,saguaro-epi,2/21/2001,,,0.392,0.356,17,11.4,,,,,2001,2001-05
537,R9A,Saguaro Lake near inlet,salt,saguaro-epi,3/21/2001,,,0.27,0.242,5,4.2,0.017,,,,2001,2001-05
12025,R9A,Saguaro Lake near inlet,salt,saguaro-epi,,,,,,,,,,,,,
9326,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,6/6/2016,6/6/2016,,,,,,,,,2016,,2016-20
9376,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,7/11/2016,7/11/2016,,,,,,,,,2016,,2016-20
9426,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,8/1/2016,8/1/2016,,,,,,,,,2016,,2016-20
9476,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,9/12/2016,9/12/2016,,,,,,,,,2016,,2016-20
9526,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,10/24/2016,10/24/2016,,,,,,,,,2016,,2016-20
9576,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,11/7/2016,11/7/2016,,,,,,,,,2016,,2016-20
9626,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,12/5/2016,12/5/2016,,,,,,,,,2016,,2016-20
9676,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,1/2/2017,1/2/2017,,,,,,,,,2017,,2016-20
9726,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,2/6/2017,2/6/2017,,,,,,,,,2017,,2016-20
9776,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,3/6/2017,3/6/2017,,,,,,,,,2017,,2016-20
9826,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,4/3/2017,4/3/2017,,,0.478,,,,,,2017,,2016-20
9876,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,5/1/2017,5/1/2017,,,0.598,,,,,,2017,,2016-20
9926,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,6/5/2017,6/5/2017,,,,,,,,,2017,,2016-20
9976,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,7/3/2017,7/3/2017,,,,,,,,,2017,,2016-20
10026,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,8/7/2017,8/7/2017,,,0.559,,,,,,2017,,2016-20
10076,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,9/4/2017,9/4/2017,,,0.504,,,,,,2017,,2016-20
10126,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,10/2/2017,10/2/2017,,,,,,,,,2017,,2016-20
10176,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,11/6/2017,11/6/2017,,,0.549,,,,,,2017,,2016-20
10226,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,12/4/2017,12/4/2017,,,,,,,,,2017,,2016-20
10276,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,1/8/2018,1/8/2018,,,,,,,,,2018,,2016-20
10326,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,2/5/2018,2/5/2018,,,,,,,,,2018,,2016-20
10376,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,3/5/2018,3/5/2018,,,,,,,,,2018,,2016-20
10426,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,4/2/2018,4/2/2018,,,,,,,,,2018,,2016-20
10476,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,5/7/2018,5/7/2018,,,0.7,,,,,,2018,,2016-20
10526,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,6/4/2018,6/4/2018,,,,,,,,,2018,,2016-20
10576,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,7/10/2018,7/10/2018,,,,,,,,,2018,,2016-20
10626,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,8/21/2018,8/21/2018,,,,,,,,,2018,,2016-20
10676,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,9/25/2018,9/25/2018,,,0.798,,,,,,2018,,2016-20
10726,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,10/22/2018,10/22/2018,,,0.529,,,,,,2018,,2016-20
10776,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,11/26/2018,11/26/2018,,,,,,,,,2018,,2016-20
10826,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,12/6/2018,12/6/2018,,,,,,,,,2018,,2016-20
10876,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,1/22/2019,1/22/2019,,,0.643,,,,,,2019,,2016-20
10926,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,2/25/2019,2/25/2019,,,,,,,,,2019,,2016-20
10976,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,3/25/2019,3/25/2019,,,0.643,,,,,,2019,,2016-20
11026,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,4/22/2019,4/22/2019,,,1.962,,,,,,2019,,2016-20
11076,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,5/7/2019,5/7/2019,,,0.586,,,,,,2019,,2016-20
11126,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,6/13/2019,6/13/2019,,,,,,,,,2019,,2016-20
11176,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,7/22/2019,7/22/2019,,,0.629,,,,,,2019,,2016-20
11226,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,8/19/2019,8/19/2019,,,,,,,,,2019,,2016-20
11276,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,9/24/2019,9/24/2019,,,,,,,,,2019,,2016-20
11326,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,10/21/2019,10/21/2019,,,0.514,,,,,,,,2016-20
11376,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,11/25/2019,11/25/2019,,,0.556,,,,,,,,2016-20
11426,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,12/18/2019,12/18/2019,,,,,,,,,,,2016-20
11476,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,1/1/2020,1/1/2020,,,,,,,,,2020,,2016-20
11526,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,2/1/2020,2/1/2020,,,0.582,,,,,,2020,,2016-20
11576,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,5/1/2020,5/1/2020,,,,,,,,,2020,,2016-20
11626,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,6/1/2020,6/1/2020,,,,,,,,,2020,,2016-20
11676,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,7/1/2020,7/1/2020,,,,,,,,,2020,,2016-20
11726,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,8/1/2020,8/1/2020,,,,,,,,,2020,,2016-20
11776,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,9/1/2020,9/1/2020,,,,,,,,,2020,,2016-20
11826,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,10/1/2020,10/1/2020,,,,,,,,,2020,,2016-20
11876,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,11/1/2020,11/1/2020,,,,,,,,,2020,,2016-20
11926,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,1/1/2021,1/1/2021,,,,,,,,,2021,,
11976,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,2/1/2021,2/1/2021,,,,,,,,,2021,,
510,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,2/21/2001,,,0.396,0.356,17,11,,,,,2001,2001-05
538,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,3/21/2001,,,0.248,0.246,7,3.8,0.011,,,,2001,2001-05
12026,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,,,,,,,,,,,,,
9327,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,6/6/2016,6/6/2016,,,,,,,,,2016,,2016-20
9377,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/11/2016,7/11/2016,,,,,,,,,2016,,2016-20
9427,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/1/2016,8/1/2016,,,,,,,,,2016,,2016-20
9477,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,9/12/2016,9/12/2016,,,,,,,,,2016,,2016-20
9527,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,10/24/2016,10/24/2016,,,,,,,,,2016,,2016-20
9577,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,11/7/2016,11/7/2016,,,,,,,,,2016,,2016-20
9627,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,12/5/2016,12/5/2016,,,,,,,,,2016,,2016-20
9677,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/2/2017,1/2/2017,,,,,,,,,2017,,2016-20
9727,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/6/2017,2/6/2017,,,,,,,,,2017,,2016-20
9777,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,3/6/2017,3/6/2017,,,,,,,,,2017,,2016-20
9827,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,4/3/2017,4/3/2017,,,0.397,,,,,,2017,,2016-20
9877,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,5/1/2017,5/1/2017,,,0.536,,,,,,2017,,2016-20
9927,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,6/5/2017,6/5/2017,,,,,,,,,2017,,2016-20
9977,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/3/2017,7/3/2017,,,,,,,,,2017,,2016-20
10027,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/7/2017,8/7/2017,,,0.663,,,,,,2017,,2016-20
10077,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,9/4/2017,9/4/2017,,,0.265,,,,,,2017,,2016-20
10127,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,10/2/2017,10/2/2017,,,,,,,,,2017,,2016-20
10177,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,11/6/2017,11/6/2017,,,0.709,,,,,,2017,,2016-20
10227,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,12/4/2017,12/4/2017,,,,,,,,,2017,,2016-20
10277,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/8/2018,1/8/2018,,,,,,,,,2018,,2016-20
10327,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/5/2018,2/5/2018,,,,,,,,,2018,,2016-20
10377,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,3/5/2018,3/5/2018,,,,,,,,,2018,,2016-20
10427,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,4/2/2018,4/2/2018,,,,,,,,,2018,,2016-20
10477,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,5/7/2018,5/7/2018,,,0.933,,,,,,2018,,2016-20
10527,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,6/4/2018,6/4/2018,,,,,,,,,2018,,2016-20
10577,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/10/2018,7/10/2018,,,,,,,,,2018,,2016-20
10627,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/21/2018,8/21/2018,,,,,,,,,2018,,2016-20
10677,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,9/25/2018,9/25/2018,,,0.562,,,,,,2018,,2016-20
10727,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,10/22/2018,10/22/2018,,,0.674,,,,,,2018,,2016-20
10777,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,11/26/2018,11/26/2018,,,,,,,,,2018,,2016-20
10827,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,12/6/2018,12/6/2018,,,,,,,,,2018,,2016-20
10877,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/22/2019,1/22/2019,,,0.547,,,,,,2019,,2016-20
10927,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/25/2019,2/25/2019,,,,,,,,,2019,,2016-20
10977,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,3/25/2019,3/25/2019,,,0.547,,,,,,2019,,2016-20
11027,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,4/22/2019,4/22/2019,,,2.039,,,,,,2019,,2016-20
11077,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,5/7/2019,5/7/2019,,,0.645,,,,,,2019,,2016-20
11127,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,6/13/2019,6/13/2019,,,,,,,,,2019,,2016-20
11177,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/22/2019,7/22/2019,,,0.832,,,,,,2019,,2016-20
11227,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/19/2019,8/19/2019,,,,,,,,,2019,,2016-20
11277,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,9/24/2019,9/24/2019,,,,,,,,,2019,,2016-20
11327,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,10/21/2019,10/21/2019,,,0.77,,,,,,,,2016-20
11377,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,11/25/2019,11/25/2019,,,0.54,,,,,,,,2016-20
11427,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,12/18/2019,12/18/2019,,,,,,,,,,,2016-20
11477,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/1/2020,1/1/2020,,,,,,,,,2020,,2016-20
11527,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/1/2020,2/1/2020,,,0.666,,,,,,2020,,2016-20
11577,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,5/1/2020,5/1/2020,,,,,,,,,2020,,2016-20
11627,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,6/1/2020,6/1/2020,,,,,,,,,2020,,2016-20
11677,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/1/2020,7/1/2020,,,,,,,,,2020,,2016-20
11727,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/1/2020,8/1/2020,,,,,,,,,2020,,2016-20
11777,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,9/1/2020,9/1/2020,,,,,,,,,2020,,2016-20
11827,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,10/1/2020,10/1/2020,,,,,,,,,2020,,2016-20
11877,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,11/1/2020,11/1/2020,,,,,,,,,2020,,2016-20
11927,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/1/2021,1/1/2021,,,,,,,,,2021,,
11977,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/1/2021,2/1/2021,,,,,,,,,2021,,
511,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/21/2001,,,0.436,0.424,19,16.8,,,,,2001,2001-05
539,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,3/21/2001,,,0.354,0.342,15,9.4,0.095,,,,2001,2001-05
12027,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,,,,,,,,,,,,,
9349,SGPS,Salt Gila,,Salt Gila,6/6/2016,6/6/2016,,,,,,,,,2016,,2016-20
9399,SGPS,Salt Gila,,Salt Gila,7/11/2016,7/11/2016,,,,,,,,,2016,,2016-20
9449,SGPS,Salt Gila,,Salt Gila,8/1/2016,8/1/2016,,,,,,,,,2016,,2016-20
9499,SGPS,Salt Gila,,Salt Gila,9/12/2016,9/12/2016,,,,,,,,,2016,,2016-20
9549,SGPS,Salt Gila,,Salt Gila,10/24/2016,10/24/2016,,,,,,,,,2016,,2016-20
9599,SGPS,Salt Gila,,Salt Gila,11/7/2016,11/7/2016,,,,,,,,,2016,,2016-20
9649,SGPS,Salt Gila,,Salt Gila,12/5/2016,12/5/2016,,,,,,,,,2016,,2016-20
9699,SGPS,Salt Gila,,Salt Gila,1/2/2017,1/2/2017,,,,,,,,,2017,,2016-20
9749,SGPS,Salt Gila,,Salt Gila,2/6/2017,2/6/2017,,,,,,,,,2017,,2016-20
9799,SGPS,Salt Gila,,Salt Gila,3/6/2017,3/6/2017,,,0.452,,,,,,2017,,2016-20
9849,SGPS,Salt Gila,,Salt Gila,4/3/2017,4/3/2017,,,0.505,,,,,,2017,,2016-20
9899,SGPS,Salt Gila,,Salt Gila,5/1/2017,5/1/2017,,,0.495,,,,,,2017,,2016-20
9949,SGPS,Salt Gila,,Salt Gila,6/5/2017,6/5/2017,,,0.527,,,,,,2017,,2016-20
9999,SGPS,Salt Gila,,Salt Gila,7/3/2017,7/3/2017,,,0.411,,,,,,2017,,2016-20
10049,SGPS,Salt Gila,,Salt Gila,8/7/2017,8/7/2017,,,0.315,,,,,,2017,,2016-20
10099,SGPS,Salt Gila,,Salt Gila,9/4/2017,9/4/2017,,,0.4,,,,,,2017,,2016-20
10149,SGPS,Salt Gila,,Salt Gila,10/2/2017,10/2/2017,,,0.445,,,,,,2017,,2016-20
10199,SGPS,Salt Gila,,Salt Gila,11/6/2017,11/6/2017,,,0.286,,,,,,2017,,2016-20
10249,SGPS,Salt Gila,,Salt Gila,12/4/2017,12/4/2017,,,0.374,,,,,,2017,,2016-20
10299,SGPS,Salt Gila,,Salt Gila,1/8/2018,1/8/2018,,,,,,,,,2018,,2016-20
10349,SGPS,Salt Gila,,Salt Gila,2/5/2018,2/5/2018,,,4.777,,,,,,2018,,2016-20
10399,SGPS,Salt Gila,,Salt Gila,3/5/2018,3/5/2018,,,6.266,,,,,,2018,,2016-20
10449,SGPS,Salt Gila,,Salt Gila,4/2/2018,4/2/2018,,,0.461,,,,,,2018,,2016-20
10499,SGPS,Salt Gila,,Salt Gila,5/7/2018,5/7/2018,,,,,,,,,2018,,2016-20
10549,SGPS,Salt Gila,,Salt Gila,6/4/2018,6/4/2018,,,0.475,,,,,,2018,,2016-20
10599,SGPS,Salt Gila,,Salt Gila,7/10/2018,7/10/2018,,,0.395,,,,,,2018,,2016-20
10649,SGPS,Salt Gila,,Salt Gila,8/21/2018,8/21/2018,,,0.342,,,,,,2018,,2016-20
10699,SGPS,Salt Gila,,Salt Gila,9/25/2018,9/25/2018,,,0.308,,,,,,2018,,2016-20
10749,SGPS,Salt Gila,,Salt Gila,10/22/2018,10/22/2018,,,0.35,,,,,,2018,,2016-20
10799,SGPS,Salt Gila,,Salt Gila,11/26/2018,11/26/2018,,,0.202,,,,,,2018,,2016-20
10849,SGPS,Salt Gila,,Salt Gila,12/6/2018,12/6/2018,,,0.31,,,,,,2018,,2016-20
10899,SGPS,Salt Gila,,Salt Gila,1/22/2019,1/22/2019,,,1.215,,,,,,2019,,2016-20
10949,SGPS,Salt Gila,,Salt Gila,2/25/2019,2/25/2019,,,0.529,,,,,,2019,,2016-20
10999,SGPS,Salt Gila,,Salt Gila,3/25/2019,3/25/2019,,,0.31,,,,,,2019,,2016-20
11049,SGPS,Salt Gila,,Salt Gila,4/22/2019,4/22/2019,,,1.846,,,,,,2019,,2016-20
11099,SGPS,Salt Gila,,Salt Gila,5/7/2019,5/7/2019,,,0.517,,,,,,2019,,2016-20
11149,SGPS,Salt Gila,,Salt Gila,6/13/2019,6/13/2019,,,0.38,,,,,,2019,,2016-20
11199,SGPS,Salt Gila,,Salt Gila,7/22/2019,7/22/2019,,,0.372,,,,,,2019,,2016-20
11249,SGPS,Salt Gila,,Salt Gila,8/19/2019,8/19/2019,,,0.346,,,,,,2019,,2016-20
11299,SGPS,Salt Gila,,Salt Gila,9/24/2019,9/24/2019,,,0.356,,,,,,2019,,2016-20
11349,SGPS,Salt Gila,,Salt Gila,10/21/2019,10/21/2019,,,0.328,,,,,,,,2016-20
11399,SGPS,Salt Gila,,Salt Gila,11/25/2019,11/25/2019,,,,,,,,,,,2016-20
11449,SGPS,Salt Gila,,Salt Gila,12/18/2019,12/18/2019,,,,,,,,,,,2016-20
11499,SGPS,Salt Gila,,Salt Gila,1/1/2020,1/1/2020,,,,,,,,,2020,,2016-20
11549,SGPS,Salt Gila,,Salt Gila,2/1/2020,2/1/2020,,,,,,,,,2020,,2016-20
11599,SGPS,Salt Gila,,Salt Gila,5/1/2020,5/1/2020,,,,,,,,,2020,,2016-20
11649,SGPS,Salt Gila,,Salt Gila,6/1/2020,6/1/2020,,,,,,,,,2020,,2016-20
11699,SGPS,Salt Gila,,Salt Gila,7/1/2020,7/1/2020,,,,,,,,,2020,,2016-20
11749,SGPS,Salt Gila,,Salt Gila,8/1/2020,8/1/2020,,,,,,,,,2020,,2016-20
11799,SGPS,Salt Gila,,Salt Gila,9/1/2020,9/1/2020,,,,,,,,,2020,,2016-20
11849,SGPS,Salt Gila,,Salt Gila,10/1/2020,10/1/2020,,,,,,,,,2020,,2016-20
11899,SGPS,Salt Gila,,Salt Gila,11/1/2020,11/1/2020,,,,,,,,,2020,,2016-20
11949,SGPS,Salt Gila,,Salt Gila,1/1/2021,1/1/2021,,,,,,,,,2021,,
11999,SGPS,Salt Gila,,Salt Gila,2/1/2021,2/1/2021,,,,,,,,,2021,,
12049,SGPS,Salt Gila,,Salt Gila,,,,,,,,,,,,,
9362,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,6/6/2016,6/6/2016,,,,,,,,,2016,,2016-20
9412,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,7/11/2016,7/11/2016,,,,,,,,,2016,,2016-20
9462,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,8/1/2016,8/1/2016,,,,,,,,,2016,,2016-20
9512,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,9/12/2016,9/12/2016,,,,,,,,,2016,,2016-20
9562,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,10/24/2016,10/24/2016,,,,,,,,,2016,,2016-20
9612,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,11/7/2016,11/7/2016,,,,,,,,,2016,,2016-20
9662,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,12/5/2016,12/5/2016,,,,,,,,,2016,,2016-20
9712,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,1/2/2017,1/2/2017,,,,,,,,,2017,,2016-20
9762,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2/6/2017,2/6/2017,,,,,,,,,2017,,2016-20
9812,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,3/6/2017,3/6/2017,,,0.436,,,,,,2017,,2016-20
9862,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,4/3/2017,4/3/2017,,,0.442,,,,,,2017,,2016-20
9912,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,5/1/2017,5/1/2017,,,0.37,,,,,,2017,,2016-20
9962,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,6/5/2017,6/5/2017,,,0.244,,,,,,2017,,2016-20
10012,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,7/3/2017,7/3/2017,,,0.328,,,,,,2017,,2016-20
10062,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,8/7/2017,8/7/2017,,,0.368,,,,,,2017,,2016-20
10112,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,9/4/2017,9/4/2017,,,0.297,,,,,,2017,,2016-20
10162,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,10/2/2017,10/2/2017,,,0.37,,,,,,2017,,2016-20
10212,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,11/6/2017,11/6/2017,,,0.533,,,,,,2017,,2016-20
10262,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,12/4/2017,12/4/2017,,,,,,,,,2017,,2016-20
10312,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,1/8/2018,1/8/2018,,,0.286,,,,,,2018,,2016-20
10362,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2/5/2018,2/5/2018,,,,,,,,,2018,,2016-20
10412,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,3/5/2018,3/5/2018,,,-0.927,,,,,,2018,,2016-20
10462,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,4/2/2018,4/2/2018,,,1.915,,,,,,2018,,2016-20
10512,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,5/7/2018,5/7/2018,,,0.262,,,,,,2018,,2016-20
10562,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,6/4/2018,6/4/2018,,,0.395,,,,,,2018,,2016-20
10612,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,7/10/2018,7/10/2018,,,0.3,,,,,,2018,,2016-20
10662,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,8/21/2018,8/21/2018,,,0.29,,,,,,2018,,2016-20
